job_id,title,description,created_at,required_tags
809ba080-9ecb-4ca5-83eb-6bf8f41888fc,Senior Full-Stack Engineer,"## About the Role

We are seeking a talented Senior Full-Stack Engineer to join our growing team.

### What You'll Do

- Develop scalable full-stack applications using MERN, MEAN, PERN

### Qualifications

- Proven experience with full-stack technologies
- Experience with MERN, MEAN, PERN, Django
- Excellent communication skills

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:55:15.105139,"['software-engineering', 'problem-solving', 'scalability', 'leadership', 'communication', 'frontend-development']"
83327b8c-5f90-4ec9-88ee-c85699695acc,Senior Security Engineer,"## About the Role

We are seeking a talented Senior Security Engineer to join our growing team.

### Core Duties

- Implement and maintain security infrastructure with OWASP, cryptography, SIEM

### Qualifications

- Proven experience with security technologies
- Experience with OWASP, cryptography, SIEM, penetration testing
- Excellent communication skills

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:55:15.105139,"['software-engineering', 'authentication-authorization', 'security-practices', 'quality-assurance', 'software-testing', 'problem-solving', 'leadership']"
82017157-02f9-4f49-bc29-3f5ce9a683aa,Lead Software Architect,"## About the Role

We are seeking a talented Lead Software Architect to join our growing team.

### What You'll Do

- Develop scalable software applications using algorithms, data structures, design patterns

### Requirements

- Experience in software development
- Proficiency in algorithms, data structures, design patterns, testing
- Strong problem-solving skills

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:55:15.105139,"['technical-architecture', 'database-management', 'quality-assurance', 'software-testing', 'career-development', 'analytical-thinking', 'leadership']"
b1e17fef-cd07-4673-9513-4b6727867a7b,Software Engineer III,"## Job Description

Join our team as a Software Engineer III and contribute to building next-generation solutions.

### Core Duties

- Implement and maintain software infrastructure with algorithms, data structures, design patterns

### Qualifications

- Proven experience with software technologies
- Experience with algorithms, data structures, design patterns, testing
- Excellent communication skills

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:55:15.105139,"['software-engineering', 'database-management', 'quality-assurance', 'software-testing', 'problem-solving', 'test-automation', 'infrastructure']"
ba8fa2e5-86f0-4d00-b420-61873ea6db18,Senior Machine Learning Engineer,"## Job Description

Join our team as a Senior Machine Learning Engineer and contribute to building next-generation solutions.

### Key Responsibilities

- Design, develop, and maintain machine learning systems using Python, TensorFlow, PyTorch

### What We Look For

- Expertise in machine learning development
- Deep knowledge of Python, TensorFlow, PyTorch, scikit-learn
- Collaborative team player

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:55:15.105139,"['software-engineering', 'algorithms', 'problem-solving', 'leadership', 'communication', 'mentorship']"
3dd1a864-aa5d-465d-b0a9-b410a6104fe2,Senior QA Engineer,"## Job Description

Join our team as a Senior QA Engineer and contribute to building next-generation solutions.

### Responsibilities

- Build and optimize quality assurance solutions with testing frameworks, CI/CD, automation

### Qualifications

- Proven experience with quality assurance technologies
- Experience with testing frameworks, CI/CD, automation, performance testing
- Excellent communication skills

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:55:15.105139,"['software-engineering', 'quality-assurance', 'software-testing', 'problem-solving', 'scalability', 'leadership', 'test-automation']"
2c23d444-5c66-4ba5-a600-afebdd37d82b,Staff DevOps Engineer,"## Position Overview

We're looking for an experienced Staff DevOps Engineer to help scale our platform.

### Core Duties

- Implement and maintain devops infrastructure with Docker, Kubernetes, AWS

### What We Look For

- Expertise in devops development
- Deep knowledge of Docker, Kubernetes, AWS, Terraform
- Collaborative team player

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:55:15.105139,"['software-engineering', 'cloud-infrastructure', 'problem-solving', 'leadership', 'infrastructure', 'communication', 'automation', 'mentorship']"
082ead8a-306b-4f44-8a6e-55301e6c80a2,Machine Learning Engineer,"## Job Description

Join our team as a Machine Learning Engineer and contribute to building next-generation solutions.

### Core Duties

- Implement and maintain machine learning infrastructure with Python, TensorFlow, PyTorch

### Qualifications

- Proven experience with machine learning technologies
- Experience with Python, TensorFlow, PyTorch, scikit-learn
- Excellent communication skills

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:55:15.105139,"['software-engineering', 'algorithms', 'problem-solving', 'infrastructure', 'communication', 'automation', 'technical-knowledge']"
415a1dd9-24aa-456f-8664-a67ef59503dc,Security Engineer,"## About the Opportunity

We're hiring a Security Engineer to drive innovation in our technology stack.

### Key Responsibilities

- Design, develop, and maintain security systems using OWASP, cryptography, SIEM

### Requirements

- Experience in security development
- Proficiency in OWASP, cryptography, SIEM, penetration testing
- Strong problem-solving skills

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:55:15.105139,"['authentication-authorization', 'software-engineering', 'security-practices', 'quality-assurance', 'software-testing', 'problem-solving', 'test-automation']"
985703e1-e43b-4bd4-8299-78bf3f1fbb48,VP of Engineering,"## About the Opportunity

We're hiring a VP of Engineering to drive innovation in our technology stack.

### What You'll Do

- Develop scalable software applications using algorithms, data structures, design patterns

### What We Look For

- Expertise in software development
- Deep knowledge of algorithms, data structures, design patterns, testing
- Collaborative team player

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:55:15.105139,"['software-engineering', 'database-management', 'quality-assurance', 'software-testing', 'problem-solving', 'scalability', 'test-automation']"
96c98cf1-ed37-4849-87a4-86ff3cf18754,Senior Software Engineer,"## Job Description

Join our team as a Senior Software Engineer and contribute to building next-generation solutions.

### Responsibilities

- Build and optimize software solutions with algorithms, data structures, design patterns

### Qualifications

- Proven experience with software technologies
- Experience with algorithms, data structures, design patterns, testing
- Excellent communication skills

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:55:15.105139,"['software-engineering', 'database-management', 'quality-assurance', 'software-testing', 'problem-solving', 'analytical-thinking', 'leadership']"
90cb7d34-d007-44e9-97ca-3c6f8b07e5a7,QA Automation Engineer,"## About the Opportunity

We're hiring a QA Automation Engineer to drive innovation in our technology stack.

### What You'll Do

- Develop scalable quality assurance applications using testing frameworks, CI/CD, automation

### Requirements

- Experience in quality assurance development
- Proficiency in testing frameworks, CI/CD, automation, performance testing
- Strong problem-solving skills

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:55:15.105139,"['software-engineering', 'quality-assurance', 'software-testing', 'problem-solving', 'test-automation', 'technical-knowledge', 'scalability', 'system-architecture']"
9d024319-150d-485b-8fe1-4ff4378269b4,Lead DevOps Engineer,"## Job Description

Join our team as a Lead DevOps Engineer and contribute to building next-generation solutions.

### Responsibilities

- Build and optimize devops solutions with Docker, Kubernetes, AWS

### Requirements

- Experience in devops development
- Proficiency in Docker, Kubernetes, AWS, Terraform
- Strong problem-solving skills

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:55:15.105139,"['software-engineering', 'cloud-infrastructure', 'problem-solving', 'career-development', 'leadership', 'communication', 'automation', 'mentorship']"
bda27c47-c1ea-4715-ae13-4159b31e4b12,Lead Frontend Engineer,"## Position Overview

We're looking for an experienced Lead Frontend Engineer to help scale our platform.

### Responsibilities

- Build and optimize frontend solutions with React, Vue.js, Angular

### Requirements

- Experience in frontend development
- Proficiency in React, Vue.js, Angular, TypeScript
- Strong problem-solving skills

### What We Offer

- Competitive salary and equity
- Flexible work arrangements
- Professional development opportunities
- Collaborative team environment",2025-10-04T12:55:15.105139,"['software-engineering', 'problem-solving', 'user-interface', 'career-development', 'leadership', 'communication', 'frontend-development', 'mentorship']"
f4f22fc4-28de-4e06-be1a-83adff5c072e,Solutions Architect,"## About the Opportunity

We're hiring a Solutions Architect to drive innovation in our technology stack.

### What You'll Do

- Develop scalable solutions applications using architecture, technical leadership, client-facing

### What We Look For

- Expertise in solutions development
- Deep knowledge of architecture, technical leadership, client-facing, solution design
- Collaborative team player

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:55:15.105139,"['technical-architecture', 'career-development', 'leadership', 'communication', 'mentorship', 'system-architecture', 'scalability']"
d1d58c24-aace-48c7-928f-22e5733c66a3,Backend Developer,"## Job Description

Join our team as a Backend Developer and contribute to building next-generation solutions.

### What You'll Do

- Develop scalable backend applications using Node.js, Python, Java

### What We Look For

- Expertise in backend development
- Deep knowledge of Node.js, Python, Java, Go
- Collaborative team player

### Benefits

- Comprehensive health coverage
- Remote work options
- Learning and growth opportunities
- Innovative projects",2025-10-04T12:55:15.105139,"['software-engineering', 'database-management', 'problem-solving', 'scalability', 'communication', 'technical-knowledge', 'api-development']"
